status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,openfda.application_number,openfda.brand_name,openfda.generic_name,openfda.manufacturer_name,openfda.product_ndc,openfda.product_type,openfda.route,openfda.substance_name,openfda.rxcui,openfda.spl_id,openfda.spl_set_id,openfda.package_ndc,openfda.is_original_packager,openfda.unii,more_code_info,openfda.upc,openfda.nui,openfda.pharm_class_moa,openfda.pharm_class_epc,openfda.pharm_class_cs,openfda.original_packager_product_ndc,openfda.pharm_class_pe,clean_description
Terminated,San Francisco,CA,United States,Class II,Drugs,73662,Reliable Rexall-A Compounding Pharmacy,801 Irving St,N/A,94122-2310,Voluntary: Firm initiated,Press Release,"U.S. Including: CA, HI, NM",D-1135-2016,"All potassium bromide Products, Rx Only, Compounded by RELIABLE DRUG/RELIABLE COMPOUNDING PHARMACY, 801 Irving St., SAN FRANCISCO, CA 94122.",N/A,Lack of Processing Controls,20160325,20160706,20170410,20160713,All lots compounded between 03/24/2015 and 03/24/2016 and within expiry.,,,,,,,,,,,,,,,,,,,,,,,"all potassium bromide products, rx only, compounded by reliable drug/reliable compounding pharmacy, 801 irving st., san francisco, ca 94122."
Terminated,Lake Forest,IL,United States,Class II,Drugs,73925,"Pharmedium Services, LLC",150 N Field Dr Ste 350,N/A,60045-2506,Voluntary: Firm initiated,E-Mail,Nationwide,D-0080-2017,"morphine Sulfate, 1 mg per mL (2 mg per 2 mL), in 0.9% Sodium Chloride, Preservative Free, 2 mL Total Volume in a syringe, For IV Use, Rx only, PharMEDium, Product code 2R3353.",545 syringes,Stability Data Does Not Support Expiry: potential loss of potency in drugs packaged and stored in syringes.,20150717,20161012,20170623,20161019,"Lot Numbers: 15118049M, 15126025M, 15131016M, 15133030M, 15139058M, 15140053M, 15142047M, 15146041M, 15147034M, 15149046M, 151720071M, 151880293M, 151930114M, Exp between 07/15/15-10/12/15",,,,,,,,,,,,,,,,,,,,,,,"morphine sulfate, 1 mg per ml (2 mg per 2 ml), in 0.9% sodium chloride, preservative free, 2 ml total volume in a syringe, for iv use, rx only, pharmedium, product code 2r3353."
Terminated,Qinhuangdao,N/A,China,Class II,Drugs,76890,"Qinhuangdao Zizhu Pharmaceutical, Co.","No 10, Longhai Road",Economic &amp; Technological Development Zon,N/A,Voluntary: Firm initiated,Letter,"Product distributed to NY, TX, SC, CO, MN and NJ",D-0656-2017,"Estriol Micronized, USP, Bulk, Rx only, For Prescription Compounding, Manufactured by Qinhuangdao Zizhu Pharmaceutical Co., Ltd, Qinhuangdao 066004, China 44132-007-06",N/A,cGMP Deviations; lack of quality assurance.,20170324,20170411,20180703,20170419,"Batch 81801504002 to 81801701003, exp 4/12/2017 through 1/19/2019",,,,,,,,,,,,,,,,,,,,,,,"estriol micronized, usp, bulk, rx only, for prescription compounding, manufactured by qinhuangdao zizhu pharmaceutical co., ltd, qinhuangdao 066004, china 44132-007-06"
Terminated,Vancouver,WA,United States,Class II,Drugs,65707,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-549-2014,"COENZYME Q-10, Capsule 100 mg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 37205055065",341 Capsules,"Labeling: Label Mixup; COENZYME Q-10 Capsule, 100 mg may be potentially mislabeled as    ASPIRIN EC, Tablet, 325 mg, NDC 00904201360, Pedigree: AD30180_13, EXP: 5/9/2014;  ASPIRIN, Chew Tablet, 81 mg, NDC 00536329736, Pedigree: AD33897_1, EXP: 5/9/2014;  TACROLIMUS, Capsule, 1 mg, NDC 00781210301, Pedigree: AD37056_1, EXP: 5/10/2014;  METOPROLOL TARTRATE, Tablet, 12.5 mg (1/2 of 25 mg), NDC 576640",20130702,20140116,20140207,20140122,"COENZYME Q-10, Capsule, 100 mg has the following codes    Pedigree: AD30180_16, EXP: 5/9/2014;  Pedigree: AD32325_4, EXP: 5/9/2014;  Pedigree: AD37056_4, EXP: 5/10/2014;  Pedigree: AD70655_11, EXP: 5/28/2014;  Pedigree: W002711, EXP: 6/6/2014;  Pedigree: W003871, EXP: 6/27/2014;  Pedigree: W003998, EXP: 7/1/2014;  Pedigree: AD68019_4, EXP: 5/28/2014.",,,,,,,,,,,,,,,,,,,,,,,"coenzyme q-10, capsule 100 mg, over the counter, distributed by: aidapak service, llc, ndc 37205055065"
Ongoing,Gurnee,IL,United States,Class II,Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0818-2023,"Levofloxacin Injection 500mg/20 mL (25 mg/mL), For Intravenous Infusion, packaged in a) 20mL vials and b) 30 mL vials, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,,20230607,All Lots,,,,,,,,,,,,,,,,,,,,,,,"levofloxacin injection 500mg/20 ml (25 mg/ml), for intravenous infusion, packaged in a) 20ml vials and b) 30 ml vials, rx only, manufactured by: akorn, inc., lake forest, il 60045.  all ndcs"
Terminated,Ocala,FL,United States,Class II,Drugs,62443,"Franck's Lab Inc., d.b.a. Franck's Compounding Lab",1210 SW 33rd Avenue,,34474-5138,Voluntary: Firm initiated,Letter,"Nationwide, Bahamas, Columbia, Dominican Republic, Grand Cayman, Guatemala, Poland, Santo Domingo, Venezuela, West Indies",D-1627-2012,"TOBRAMYCIN 1.4% (14MG/ML) OPHTHALMIC	15 ML  	3 ML  	  	7 ML;  	  	  TOBRAMYCIN SOLUTION** 0.3% OPHTHALMIC	30 MLS  	  	5 MLS;  TOBRAMYCIN SULFATE** (25X2ML) 80MG/2ML INJECTABLE	100 ML  	150 ML  	50 MLS;  TOBRAMYCIN/AMPHOTERICIN-B/BUDESONIDE, STERILE 125MG/5MG/0.6MG/5ML NASO-NEB	70 ML  (9 DIFFERENT PRODUCTS)",13 units,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,20120521,20120810,20140815,20120822,Rx #'s:    0398243    0394272      0383374    0396251      0365041      0409704    0406772    0406773    0399065    0384313,,,,,,,,,,,,,,,,,,,,,,,"tobramycin 1.4% (14mg/ml) ophthalmic	15 ml  	3 ml  	  	7 ml;  	  	  tobramycin solution** 0.3% ophthalmic	30 mls  	  	5 mls;  tobramycin sulfate** (25x2ml) 80mg/2ml injectable	100 ml  	150 ml  	50 mls;  tobramycin/amphotericin-b/budesonide, sterile 125mg/5mg/0.6mg/5ml naso-neb	70 ml  (9 different products)"
Terminated,Basel,N/A,Switzerland,Class II,Drugs,63656,F. Hoffmann-LaRoche Ltd.,Grenzacherstrasse 124,N/A,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","No product distributed in the USA.  Bulk product distributed to Switzerland, with further distribution in Europe, Scandinavia, Korea.",D-105-2013,"Cymevene 500 mg Powder for Infusion, (ganciclovir), 50 mg/mL ganciclovir (reconstructed), Rx only, 10 mL vials, Roche Products Limited, Welwyn Garden City, AL7 1TW, United Kingdom",42010 vials,Lack of Assurance of Sterility; container closure issues with the bulk batch.,20120905,20121221,20130829,20130102,"bulk lot N0019, Expiration Date: 11 2014  Warennummer: 10131968  Chargennummer:NXXXX 2000609D  Finished product Lot N0019B01-N0019B12",,,,,,,,,,,,,,,,,,,,,,,"cymevene 500 mg powder for infusion, (ganciclovir), 50 mg/ml ganciclovir (reconstructed), rx only, 10 ml vials, roche products limited, welwyn garden city, al7 1tw, united kingdom"
Terminated,Woburn,MA,United States,Class II,Drugs,64716,Pallimed Solutions,400 W Cummings Park,,01801-6519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-869-2013,"HCG Chorionic Gonadotropin, compounded by Pallimed Solutions Pharmacy, Woburn, MA",261 vials,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,20130325,20130809,20130821,20130821,All lots within expiry,,,,,,,,,,,,,,,,,,,,,,,"hcg chorionic gonadotropin, compounded by pallimed solutions pharmacy, woburn, ma"
Terminated,Westborough,MA,United States,Class II,Drugs,91243,Atlantic Management Resources Ltd.,39 Harvey Ln,N/A,01581-3013,Voluntary: Firm initiated,Telephone,Nationwide and Australia,D-0083-2023,"ProSirona, A Homeopathic Formula, Calendula Oil packaged in 1/8 Fl. oz. (3.5 g) bottles, Dist. by: Endometriosis Assoc. Inc. (International), Mfg. by Claire Ellen Topicals, P.O. Box 901 Westborough, MA 01581, USA, NDC# 66233-712-01.",72 bottles,cGMP Deviations,20221212,20221213,20230920,20221221,Lot Code B-02,,,,,,,,,,,,,,,,,,,,,,,"prosirona, a homeopathic formula, calendula oil packaged in 1/8 fl. oz. (3.5 g) bottles, dist. by: endometriosis assoc. inc. (international), mfg. by claire ellen topicals, p.o. box 901 westborough, ma 01581, usa, ndc# 66233-712-01."
Terminated,Augusta,GA,United States,Class II,Drugs,64661,Clinical Specialties Compounding Pharmacy,318 Baston Rd,N/A,30907,Voluntary: Firm initiated,Telephone,"FL, GA and SC.",D-677-2013,"Test Cyp 50 mg-estradiol blend 22 mg, Clinical Specialties Compounding Pharmacy, 318 Baston Road, Augusta, GA 30907",13ml total,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,20130320,20130703,20170222,20130710,"Lot number CABCAIBA:36, Exp date: 4/6/2013; Lot number CABDDAAB:10, Exp date: 7/29/2013 and Lot number CABDAIAD:01 Exp date: 9/4/2013.",,,,,,,,,,,,,,,,,,,,,,,"test cyp 50 mg-estradiol blend 22 mg, clinical specialties compounding pharmacy, 318 baston road, augusta, ga 30907"
Terminated,Brooksville,FL,United States,Class II,Drugs,64188,"TG United, Inc.",16275 Aviation Loop Dr,N/A,34604-6805,Voluntary: Firm initiated,Letter,"FL, MS, SC, LA  and TX",D-534-2013,"CPM / PSE DM Drops, Antihistamine, Cough Suppressant  Decongestant, 1 fl oz. bottle, OTC, Manufactured for: Trigen Laboratories, Sayreville, NJ,08872 NDC 13811-072-30","26,315 - 30 mL bottles.",CGMP Deviations: Products are underdosed or have an incorrect dosage regime.,20130130,20130604,20160930,20130612,Lot# 11EQ007 Exp 04/13; Lot# 12BQ001  Exp. 01/14..,,,,,,,,,,,,,,,,,,,,,,,"cpm / pse dm drops, antihistamine, cough suppressant  decongestant, 1 fl oz. bottle, otc, manufactured for: trigen laboratories, sayreville, nj,08872 ndc 13811-072-30"
Terminated,Yuyao,N/A,China,Class III,Drugs,83018,"NingBo Huize Commodity Co.,Ltd.",14 Lizhou Road,N/A,N/A,Voluntary: Firm initiated,Telephone,Foreign manufacturer located in China and distributed to seven consignees located in China.,D-1563-2019,"DIPPIN' DOTS SCENTED COTTON CANDY ANTIBACTERIAL HAND GEL (Ethyl Alcohol 62%), 1.35 fl oz / 40 mL, OTC, Distributed by: JFL Enterprises, Inc. Cleveland, Ohio 44102.","13,068",CGMP deviations: Stability testing was not conducted on manufactured sunscreen and hand sanitizer OTC products.,20190401,20190727,20230606,20190807,"Lot #: 20181213, Exp 12/12/2020",,,,,,,,,,,,,,,,,,,,,,,"dippin' dots scented cotton candy antibacterial hand gel (ethyl alcohol 62%), 1.35 fl oz / 40 ml, otc, distributed by: jfl enterprises, inc. cleveland, ohio 44102."
Terminated,Morgantown,WV,United States,Class II,Drugs,73671,Mylan Pharmaceuticals Inc.,781 Chestnut Ridge Rd,N/A,26505-2730,Voluntary: Firm initiated,E-Mail,Nationwide,D-0840-2016,"Paliperidone Extended-release Tablets, 1.5 mg, 30 count bottles, Rx only, Mylan Pharmaceuticals, Inc., Morgantown, WV --- NDC 0378-3978-93",2928 bottles,Failed Dissolution Specifications; three month stability time point.,20160212,20160506,20161026,20160518,"Lot: 2005441, 01/2017, Code: 0378-3978-93",,,,,,,,,,,,,,,,,,,,,,,"paliperidone extended-release tablets, 1.5 mg, 30 count bottles, rx only, mylan pharmaceuticals, inc., morgantown, wv --- ndc 0378-3978-93"
Terminated,Toronto,,Canada,Class II,Drugs,70452,Attix Pharmaceuticals,184 Front St E,unit 801,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide to compounding pharmacies and research organizations.,D-633-2015,"Diphenylcyclopropenone active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",100 grams,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,20141114,20150420,20151007,20150429,All lots repackaged and distributed between 01/05/12 to 02/12/15,,,,,,,,,,,,,,,,,,,,,,,"diphenylcyclopropenone active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, attix pharmaceuticals, 184 front street east, unit 801, toronto, ontario m5a 4n3, canada"
Terminated,Alpharetta,GA,United States,Class III,Drugs,77605,Shionogi Inc.,5770 Shiloh Rd,N/A,30005-8408,Voluntary: Firm initiated,Letter,Nationwide,D-0982-2017,"PONSTEL (Mefanamic Acid) USP, 250 mg capsules, 30-count bottles, Rx Only, Manufactured for: Shionogi Inc. Florham Park, NJ 07932 Manufactured by: Halo Pharmaceutical Inc. Whippany, NJ 07981",455 bottles,Failed Dissolution Specifications: Low dissolution results were obtained during stability testing,20170524,20170714,20180228,20170726,"Lot #: 5H66200103, Exp. June 2018",,,,,,,,,,,,,,,,,,,,,,,"ponstel (mefanamic acid) usp, 250 mg capsules, 30-count bottles, rx only, manufactured for: shionogi inc. florham park, nj 07932 manufactured by: halo pharmaceutical inc. whippany, nj 07981"
Ongoing,Gurnee,IL,United States,Class II,Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0794-2023,"Clobetasol Propionate Cream, USP, 0.05%, packaged in a) 15g tubes, b) 30g tubes, and c) 60g tubes, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,,20230607,All Lots,,,,,,,,,,,,,,,,,,,,,,,"clobetasol propionate cream, usp, 0.05%, packaged in a) 15g tubes, b) 30g tubes, and c) 60g tubes, rx only, distributed by: akorn operating company, llc., gurnee, il 60031.  all ndcs"
Terminated,Dublin,OH,United States,Class II,Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0503-2021,"Infants Aqueous Vitamin D Oral Drops 400 IU/mL 50 mL (1 2/3 fl oz) Manufactrued by: Silarx Pharmaceuticals, Inc. 19 West Street Spring Valley, NY 10977 USA",422 bottles,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20240617,20210602,All Lots distributed 02/23/2021 through 03/10/2021.,,,,,,,,,,,,,,,,,,,,,,,"infants aqueous vitamin d oral drops 400 iu/ml 50 ml (1 2/3 fl oz) manufactrued by: silarx pharmaceuticals, inc. 19 west street spring valley, ny 10977 usa"
Ongoing,Hattiesburg,MS,United States,Class II,Drugs,90982,"Pharmacy Plus, Inc. dba Vital Care Compounder",115 S 40th Ave,N/A,39402-6600,Voluntary: Firm initiated,Telephone,"AL, LA, MS, and TN",D-0040-2023,"MOXIFLOXACIN PRESERVATIVE FREE SYR, 0.15 mg/0.1 mL, Sterile Solution, 1 mL syringes, Rx only, Vital Care Compounder, 115 S. 40th Ave., Hattiesburg, MS  39402",106 syringes,Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.,20221007,20221102,,20221109,"Lot: 66470, BUD: 11/10/2022",,,,,,,,,,,,,,,,,,,,,,,"moxifloxacin preservative free syr, 0.15 mg/0.1 ml, sterile solution, 1 ml syringes, rx only, vital care compounder, 115 s. 40th ave., hattiesburg, ms  39402"
Terminated,Southfield,MI,United States,Class II,Drugs,65876,"Beacon Hill Medical Pharmacy, P.C.",18161 W 13 Mile Rd,Suite A1,48076-1113,Voluntary: Firm initiated,Telephone,USA nationwide,D-954-2013,"ESTRADIOL CYP/PROG/TEST CYP 0.5/10/10 MG/ML OIL INJ SOLN, all presentations, FOR INTRAVENO AND SQ USE ONLY, STERILE, RX ONLY, Compounded by Beacon Hill Medical Pharmacy PC, dba Rxtra Solutions, Southfield, MI",N/A,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,20130726,20130910,20140718,20130918,"05012013@25, 06202013@6",,,,,,,,,,,,,,,,,,,,,,,"estradiol cyp/prog/test cyp 0.5/10/10 mg/ml oil inj soln, all presentations, for intraveno and sq use only, sterile, rx only, compounded by beacon hill medical pharmacy pc, dba rxtra solutions, southfield, mi"
Terminated,Monterey Park,CA,United States,Class II,Drugs,85341,Herbal Doctor Remedies,497 Cumbre St,N/A,91754-2114,Voluntary: Firm initiated,Other,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",D-1120-2020,"Detoxin-S, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,20200324,20200407,20240125,20200415,All lots within expiry,,,,,,,,,,,,,,,,,,,,,,,"detoxin-s, 500mg capsules, 90-count bottles, distributed by herbal doctor remedies alhambra, ca 91801-7081 usa, 1(800) 600-0808"
Terminated,Brooklyn,NY,United States,Class II,Drugs,83136,"Infusion Options, Inc.",5924 13th Ave,N/A,11219-4934,Voluntary: Firm initiated,Letter,NY only,D-1768-2019,"DIPHENHYDRAMINE 25 MG/50 ML NS, Rx Only, Infusion Options, Inc. 5924 13the Ave, Brooklyn, NY 11219-4934, 718-283-7233",N/A,Lack of Assurance of Sterility,20190612,20190815,20250321,20190821,All lots within expiry,,,,,,,,,,,,,,,,,,,,,,,"diphenhydramine 25 mg/50 ml ns, rx only, infusion options, inc. 5924 13the ave, brooklyn, ny 11219-4934, 718-283-7233"
Terminated,Newbern,TN,United States,Class II,Drugs,65479,"Main Street Family Pharmacy, LLC",126 East Main Street,N/A,38059,Voluntary: Firm initiated,Telephone,"nationwide, specifically:  AK, AL, AZ, CA, CO, CT, DC, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MN, MO, MS, NC,   NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, and WV",D-070-2014,"Depo-Testadiiol, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",2 units,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,20130528,20131203,20140422,20131211,all codes distributed prior to and including 05/23/2013,,,,,,,,,,,,,,,,,,,,,,,"depo-testadiiol, main street compounding pharmacy, 126 east main street, newbern, tn 38059, 888-658-6200"
Terminated,Toronto,,Canada,Class II,Drugs,70452,Attix Pharmaceuticals,184 Front St E,unit 801,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide to compounding pharmacies and research organizations.,D-935-2015,"Tolvaptan active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",50 grams,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,20141114,20150420,20151007,20150429,All lots repackaged and distributed between 01/05/12 to 02/12/15,,,,,,,,,,,,,,,,,,,,,,,"tolvaptan active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, attix pharmaceuticals, 184 front street east, unit 801, toronto, ontario m5a 4n3, canada"
Terminated,Detroit,MI,United States,Class III,Drugs,67971,"Caraco Pharmaceutical Laboratories, Ltd.",1150 Elijah McCoy Dr,,48202-3344,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-1296-2014,"Cetirizine Hydrochloride Chewable Tablets, 5 mg, 30 count bottle, OTC Manufactured by Sun Pharma, Gujarat, India, NDC 47335-343-83","128,363 bottles",Failed Impurities/Degradation Specifications: out of specification results for impurities/degradation testing for N-Oxide,20140409,20140501,20141007,20140507,"JKM2067A Exp. 07/14, JKM2068A Exp.10/14, JKM2069A Exp. 01/15, JKM6399A Exp. 04/15",['ANDA090142'],['CETIRIZINE HYDROCHLORIDE'],['CETIRIZINE HYDROCHLORIDE'],"['Sun Pharmaceutical Industries, Inc.']","['47335-343', '47335-344']",['HUMAN OTC DRUG'],['ORAL'],['CETIRIZINE HYDROCHLORIDE'],"['1014643', '1014674']",['2ffbb45f-ed2b-4f1a-bc4c-1e8c1ddcbfd3'],['a4758152-97dd-4a27-b4d9-11178654b93e'],"['47335-343-83', '47335-343-88', '47335-344-83', '47335-344-88']",[True],['64O047KTOA'],,"['0347335344837', '0347335343830']",,,,,,,"cetirizine hydrochloride chewable tablets, 5 mg, 30 count bottle, otc manufactured by sun pharma, gujarat, india, ndc 47335-343-83"
